



User and percentage overlap in top-20 recommendations 
116002 , 32836 , 154917 , 118734 , 151989 , 105144 , 92696 , 
1119707	119707	19
user - stumpuser 
146252 , 
1122190	122190	13
user - stumpuser 
149570 , 149700 , 73868 , 149711 , 135055 , 151989 , 105144 , 
1123234	123234	10
user - stumpuser 
178947 , 178951 , 131140 , 178949 , 178955 , 139048 , 178959 , 178957 , 123091 , 97817 , 
1124420	124420	11
user - stumpuser 
178947 , 178951 , 178949 , 178955 , 178959 , 178957 , 123091 , 97817 , 129309 , 
1127345	127345	19
user - stumpuser 
154917 , 
1128785	128785	20
user - stumpuser 

1129207	129207	19
user - stumpuser 
26153 , 
1130004	130004	20
user - stumpuser 

1134679	134679	4
user - stumpuser 
178947 , 32836 , 178951 , 131140 , 178949 , 178955 , 26153 , 139048 , 178959 , 178957 , 1360 , 123091 , 97817 , 138010 , 139994 , 105144 , 
1135175	135175	20
user - stumpuser 

1141225	141225	18
user - stumpuser 
2254 , 177209 , 
1142439	142439	20
user - stumpuser 

1143013	143013	9
user - stumpuser 
139982 , 123091 , 107477 , 134423 , 139988 , 97817 , 105144 , 134427 , 162808 , 129309 , 119615 , 
1143246	143246	20
user - stumpuser 

1144095	144095	20
user - stumpuser 

1146170	146170	20
user - stumpuser 

1146181	146181	20
user - stumpuser 

1147057	147057	18
user - stumpuser 
26153 , 104085 , 
1147249	147249	18
user - stumpuser 
77208 , 170527 , 
1152144	152144	20
user - stumpuser 

1153736	153736	20
user - stumpuser 

1155009	155009	20
user - stumpuser 

1159445	159445	20
user - stumpuser 

1160393	160393	19
user - stumpuser 
159259 , 
1162043	162043	20
user - stumpuser 

1164818	164818	20
user - stumpuser 

1166174	166174	19
user - stumpuser 
147839 , 
1168441	168441	17
user - stumpuser 
173299 , 92696 , 130332 , 
1177022	177022	20
user - stumpuser 

1185759	185759	17
user - stumpuser 
139982 , 139988 , 134427 , 
1188242	188242	20
user - stumpuser 

1192430	192430	20
user - stumpuser 

1192964	192964	20
user - stumpuser 

1195928	195928	18
user - stumpuser 
131140 , 105144 , 
1202307	202307	20
user - stumpuser 

1205987	205987	20
user - stumpuser 

1207197	207197	20
user - stumpuser 

1207282	207282	18
user - stumpuser 
1360 , 129309 , 
1208533	208533	20
user - stumpuser 

1210924	210924	20
user - stumpuser 

1212357	212357	20
user - stumpuser 

1212794	212794	20
user - stumpuser 

1214919	214919	17
user - stumpuser 
161936 , 160533 , 159259 , 
1215177	215177	19
user - stumpuser 
178947 , 
1215678	215678	20
user - stumpuser 

1216092	216092	20
user - stumpuser 

1216511	216511	16
user - stumpuser 
97817 , 105144 , 106970 , 103741 , 
1216699	216699	20
user - stumpuser 

1218404	218404	19
user - stumpuser 
178947 , 
1221032	221032	16
user - stumpuser 
149700 , 149711 , 2254 , 147839 , 
1231290	231290	20
user - stumpuser 

1233187	233187	20
user - stumpuser 

1235390	235390	16
user - stumpuser 
1921 , 1274 , 3676 , 924 , 
1236772	236772	17
user - stumpuser 
143791 , 118995 , 135388 , 
1236804	236804	20
user - stumpuser 

1242831	242831	20
user - stumpuser 

1243984	243984	20
user - stumpuser 

1245257	245257	20
user - stumpuser 

1249423	249423	20
user - stumpuser 

1251972	251972	17
user - stumpuser 
139976 , 139982 , 139988 , 
1255169	255169	19
user - stumpuser 
160533 , 
1256490	256490	18
user - stumpuser 
110223 , 1360 , 
1257035	257035	20
user - stumpuser 

1258607	258607	15
user - stumpuser 
149700 , 154917 , 149711 , 146252 , 1360 , 
1258891	258891	20
user - stumpuser 

1262618	262618	19
user - stumpuser 
129309 , 
1267433	267433	20
user - stumpuser 

1268031	268031	20
user - stumpuser 

1268451	268451	20
user - stumpuser 

1270066	270066	20
user - stumpuser 

1270534	270534	20
user - stumpuser 

1271567	271567	19
user - stumpuser 
103741 , 
1272799	272799	20
user - stumpuser 

1275869	275869	20
user - stumpuser 

1276205	276205	19
user - stumpuser 
139048 , 
1276421	276421	15
user - stumpuser 
91104 , 1513 , 2926 , 1688 , 1916 , 
1281365	281365	20
user - stumpuser 

1283809	283809	20
user - stumpuser 

1287620	287620	20
user - stumpuser 

1295586	295586	19
user - stumpuser 
106970 , 
1298353	298353	17
user - stumpuser 
139982 , 139988 , 134427 , 
1303301	303301	20
user - stumpuser 

1304833	304833	20
user - stumpuser 

1305504	305504	19
user - stumpuser 
2254 , 
1307211	307211	20
user - stumpuser 

1310012	310012	20
user - stumpuser 

1312141	312141	19
user - stumpuser 
106970 , 
1317776	317776	20
user - stumpuser 




